159.0,106.0,150.0,194.0
152.0,105.0,150.0,194.0
145.0,102.0,150.0,194.0
138.0,97.0,150.0,194.0
132.0,92.0,150.0,194.0
127.0,88.0,150.0,194.0
126.0,87.0,150.0,194.0
125.0,88.0,150.0,194.0
124.0,94.0,150.0,194.0
123.0,101.0,150.0,194.0
121.0,106.0,150.0,194.0
117.0,110.0,150.0,194.0
111.0,111.0,150.0,194.0
105.0,110.0,150.0,194.0
99.0,109.0,150.0,194.0
93.0,104.0,150.0,194.0
94.0,100.0,150.0,194.0
94.0,96.0,150.0,194.0
96.0,96.0,150.0,194.0
101.0,96.0,150.0,194.0
106.0,100.0,150.0,194.0
108.0,103.0,150.0,194.0
109.0,106.0,150.0,194.0
113.0,108.0,150.0,194.0
117.0,110.0,150.0,194.0
122.0,110.0,150.0,194.0
126.0,107.0,150.0,194.0
131.0,102.0,150.0,194.0
136.0,94.0,150.0,194.0
144.0,87.0,150.0,194.0
153.0,83.0,150.0,194.0
161.0,84.0,150.0,194.0
166.0,88.0,150.0,194.0
168.0,92.0,150.0,194.0
170.0,94.0,150.0,194.0
172.0,95.0,150.0,194.0
174.0,97.0,150.0,194.0
174.0,98.0,150.0,194.0
173.0,96.0,150.0,194.0
175.0,94.0,150.0,194.0
176.0,92.0,150.0,194.0
175.0,90.0,150.0,194.0
176.0,89.0,150.0,194.0
175.0,91.0,150.0,194.0
175.0,92.0,150.0,194.0
175.0,94.0,150.0,194.0
174.0,95.0,150.0,194.0
174.0,95.0,150.0,194.0
174.0,96.0,150.0,194.0
176.0,94.0,150.0,194.0
178.0,90.0,150.0,194.0
181.0,85.0,150.0,194.0
186.0,82.0,150.0,194.0
189.0,82.0,150.0,194.0
191.0,88.0,150.0,194.0
191.0,95.0,150.0,194.0
189.0,101.0,150.0,194.0
189.0,106.0,150.0,194.0
187.0,108.0,150.0,194.0
183.0,104.0,150.0,194.0
182.0,98.0,150.0,194.0
186.0,92.0,150.0,194.0
191.0,89.0,150.0,194.0
196.0,91.0,150.0,194.0
195.0,93.0,150.0,194.0
195.0,98.0,150.0,194.0
190.0,100.0,150.0,194.0
183.0,102.0,150.0,194.0
177.0,102.0,150.0,194.0
170.0,101.0,150.0,194.0
162.0,96.0,150.0,194.0
158.0,92.0,150.0,194.0
156.0,87.0,150.0,194.0
160.0,85.0,150.0,194.0
161.0,87.0,150.0,194.0
160.0,90.0,150.0,194.0
160.0,93.0,150.0,194.0
160.0,95.0,150.0,194.0
159.0,96.0,150.0,194.0
156.0,97.0,150.0,194.0
154.0,97.0,150.0,194.0
151.0,94.0,150.0,194.0
154.0,91.0,150.0,194.0
158.0,89.0,150.0,194.0
161.0,88.0,150.0,194.0
171.0,92.0,150.0,194.0
175.0,95.0,150.0,194.0
181.0,96.0,150.0,194.0
189.0,93.0,150.0,194.0
194.0,92.0,150.0,194.0
197.0,90.0,150.0,194.0
199.0,89.0,150.0,194.0
200.0,88.0,150.0,194.0
200.0,84.0,150.0,194.0
201.0,81.0,150.0,194.0
202.0,79.0,150.0,194.0
200.0,79.0,150.0,194.0
200.0,80.0,150.0,194.0
202.0,87.0,150.0,194.0
199.0,94.0,150.0,194.0
195.0,98.0,150.0,194.0
191.0,100.0,150.0,194.0
185.0,100.0,150.0,194.0
180.0,96.0,150.0,194.0
180.0,92.0,150.0,194.0
184.0,87.0,150.0,194.0
186.0,86.0,150.0,194.0
187.0,88.0,150.0,194.0
186.0,91.0,150.0,194.0
187.0,94.0,150.0,194.0
188.0,96.0,150.0,194.0
188.0,98.0,150.0,194.0
189.0,100.0,150.0,194.0
190.0,102.0,150.0,194.0
192.0,102.0,150.0,194.0
194.0,98.0,150.0,194.0
193.0,95.0,150.0,194.0
195.0,95.0,150.0,194.0
197.0,98.0,150.0,194.0
197.0,103.0,150.0,194.0
194.0,106.0,150.0,194.0
190.0,108.0,150.0,194.0
186.0,109.0,150.0,194.0
184.0,108.0,150.0,194.0
183.0,106.0,150.0,194.0
180.0,103.0,150.0,194.0
177.0,101.0,150.0,194.0
172.0,99.0,150.0,194.0
170.0,98.0,150.0,194.0
167.0,93.0,150.0,194.0
165.0,87.0,150.0,194.0
164.0,86.0,150.0,194.0
161.0,91.0,150.0,194.0
161.0,93.0,150.0,194.0
161.0,94.0,150.0,194.0
159.0,98.0,150.0,194.0
157.0,100.0,150.0,194.0
156.0,101.0,150.0,194.0
155.0,101.0,150.0,194.0
157.0,99.0,150.0,194.0
163.0,100.0,150.0,194.0
170.0,101.0,150.0,194.0
176.0,101.0,150.0,194.0
182.0,101.0,150.0,194.0
185.0,100.0,150.0,194.0
187.0,102.0,150.0,194.0
186.0,104.0,150.0,194.0
187.0,103.0,150.0,194.0
190.0,100.0,150.0,194.0
188.0,100.0,150.0,194.0
187.0,100.0,150.0,194.0
179.0,98.0,150.0,194.0
174.0,94.0,150.0,194.0
177.0,95.0,150.0,194.0
Occlusion Detected
176.0,99.0,150.0,194.0
Occlusion Detected
175.0,102.0,150.0,194.0
Occlusion Detected
183.0,111.0,150.0,194.0
Occlusion Detected
184.0,113.0,150.0,194.0
Occlusion Detected
188.0,114.0,150.0,194.0
Occlusion Detected
190.0,115.0,150.0,194.0
Occlusion Detected
191.0,115.0,150.0,194.0
Occlusion Detected
190.0,115.0,150.0,194.0
Occlusion Detected
191.0,114.0,150.0,194.0
Occlusion Detected
189.0,112.0,150.0,194.0
Occlusion Detected
189.0,111.0,150.0,194.0
Occlusion Detected
187.0,110.0,150.0,194.0
Occlusion Detected
168.0,107.0,150.0,194.0
Occlusion Detected
160.0,107.0,150.0,194.0
Occlusion Detected
155.0,107.0,150.0,194.0
Occlusion Detected
176.0,133.0,150.0,194.0
Occlusion Detected
173.0,133.0,150.0,194.0
Occlusion Detected
172.0,134.0,150.0,194.0
Occlusion Detected
157.0,120.0,150.0,194.0
Occlusion Detected
156.0,120.0,150.0,194.0
Occlusion Detected
156.0,119.0,150.0,194.0
Occlusion Detected
158.0,117.0,150.0,194.0
Occlusion Detected
160.0,116.0,150.0,194.0
Occlusion Detected
163.0,116.0,150.0,194.0
Occlusion Detected
166.0,116.0,150.0,194.0
Occlusion Detected
168.0,116.0,150.0,194.0
Occlusion Detected
168.0,118.0,150.0,194.0
Occlusion Detected
164.0,119.0,150.0,194.0
Occlusion Detected
163.0,119.0,150.0,194.0
Occlusion Detected
162.0,119.0,150.0,194.0
Occlusion Detected
163.0,120.0,150.0,194.0
Occlusion Detected
164.0,121.0,150.0,194.0
Occlusion Detected
167.0,122.0,150.0,194.0
Occlusion Detected
165.0,119.0,150.0,194.0
Occlusion Detected
164.0,93.0,150.0,194.0
